id_vente,id_produit,quantite_vendue,date_vente,pays_vente,ville_vente,chiffre_affaires
411,VS877,4,2023-08-23,American Samoa,Matthewton,583.72
412,VT880,14,2023-04-17,Luxembourg,East Annshire,3191.44
413,CF370,25,2023-09-14,Japan,Taylorton,6504.5
414,AC365,42,2023-01-22,Honduras,Michaelland,9035.88
415,VT591,25,2023-06-05,Malta,Alexville,4895.75
416,AC665,38,2023-05-19,Bulgaria,Blackmouth,1976.76
417,VS723,9,2023-04-14,China,Lake Heatherton,1935.27
418,AC398,4,2023-02-08,Cuba,North Robertside,831.64
419,AS966,27,2023-05-21,Azerbaijan,Port Andrea,2047.68
420,AC794,48,2023-03-03,French Southern Territories,Richardbury,5064.96
421,AC373,10,2023-01-21,Macao,Grossside,2824.1000000000004
422,VS286,61,2023-06-17,China,West Angela,15694.69
423,VS301,52,2023-12-20,Ukraine,Cuevasville,9348.04
424,CB800,2,2023-11-11,Somalia,Ronaldberg,375.08
425,CF107,84,2023-12-05,Burundi,Mendozamouth,4522.56
426,CR327,37,2023-11-30,United Arab Emirates,Lake Ashleybury,9613.71
427,VS566,8,2023-10-05,Somalia,Lauraton,1409.52
428,AC513,68,2023-10-09,France,West Ericburgh,9225.56
429,AS288,0,2023-08-17,Congo,New Jeffreyville,0.0
430,CF211,48,2023-12-20,Falkland Islands (Malvinas),West Brandonberg,6755.52
431,VS660,2,2023-06-23,Madagascar,Jacquelinefort,346.78
432,CF991,0,2023-07-16,Eritrea,Samuelland,0.0
433,CF935,5,2023-11-28,Niger,Lake Sarastad,1357.5
434,CB837,84,2023-02-20,Dominica,Bellfurt,11487.84
435,AC961,31,2023-12-04,Liberia,West Kevin,6863.400000000001
436,CF156,1,2023-09-10,Myanmar,Adkinston,89.7
437,AS606,0,2023-09-12,Djibouti,West Judy,0.0
438,CB149,1,2023-02-03,Mauritania,South Hannah,177.51
439,VS584,9,2023-02-05,French Guiana,Port Diane,629.73
440,VS392,11,2023-08-24,Mexico,Smithfurt,3041.5
441,AS701,19,2023-07-28,Cook Islands,Jasonstad,2261.19
442,AC670,2,2023-12-26,Qatar,South Whitneyfort,483.9
443,CF693,8,2023-07-02,Ethiopia,Joannashire,2283.28
444,VT769,12,2023-09-17,Hong Kong,East James,1370.28
445,AS606,22,2023-08-11,Albania,Darleneview,4564.34
446,VS368,4,2023-08-24,India,Oliverstad,563.0
447,CF128,4,2023-02-09,Turkey,South Rebeccaton,664.24
448,CF181,13,2023-04-23,Brazil,Frederickberg,3675.1
449,CR742,42,2023-01-15,Malaysia,Baileyside,9564.66
450,VS594,21,2023-01-24,Nigeria,Everettborough,4892.79
451,AC825,45,2023-08-30,Armenia,Martinezberg,11794.95
452,AS906,21,2023-04-26,Armenia,Goodwinview,1972.11
453,AC359,83,2023-07-01,Timor-Leste,South Jennifer,7183.65
454,AC968,10,2023-12-09,Dominica,New Kimberlyville,2913.1
455,VS275,10,2023-02-23,Mayotte,West Marychester,979.3
456,VS693,33,2023-04-06,Macedonia,Browntown,5905.02
457,CF120,50,2023-07-18,Falkland Islands (Malvinas),West Kelly,13097.0
458,VT626,31,2023-07-06,Peru,Christopherside,8027.759999999999
459,CF457,22,2023-03-23,Western Sahara,South Jennifer,2958.1200000000003
460,AC910,9,2023-11-06,Bhutan,Floresville,2401.92
461,CR391,31,2023-05-30,Iraq,Steelehaven,2722.11
462,CB937,19,2023-11-11,Poland,East Jennifer,5597.209999999999
463,AC573,82,2023-05-16,Tuvalu,Danielleborough,4464.900000000001
464,AC969,37,2023-01-14,Cote d'Ivoire,Laurieville,7422.570000000001
465,AC471,3,2023-12-23,Svalbard & Jan Mayen Islands,Jessicafurt,259.62
466,VS872,36,2023-02-26,Hong Kong,New Michelle,9507.96
467,AS811,89,2023-03-30,French Southern Territories,New Christinachester,22511.66
468,CB969,18,2023-10-12,Holy See (Vatican City State),Ellisport,4083.3
469,AC596,85,2023-04-07,Angola,New David,6494.000000000001
470,CF647,4,2023-11-16,Rwanda,Port Ricardoburgh,781.04
471,CB546,36,2023-02-22,Norway,Leland,2878.56
472,AC731,17,2023-08-01,Cuba,Whitefort,1333.14
473,VS995,8,2023-05-06,El Salvador,East Sarah,1445.12
474,VS458,36,2023-03-08,Lithuania,East Carlmouth,8056.44
475,VT203,31,2023-04-19,Italy,Matthewland,8446.570000000002
476,AC110,4,2023-08-29,American Samoa,Carrollville,1194.88
477,AS689,19,2023-06-02,China,Garyland,3317.0200000000004
478,AC383,11,2023-03-15,Palestinian Territory,West Daniel,946.99
479,VS840,1,2023-05-01,Uruguay,Marcusport,226.69
480,CR246,15,2023-06-03,Niue,Port David,4069.05
481,VS652,6,2023-07-18,Cyprus,East Cindy,1666.56
482,VS990,27,2023-11-04,Malta,Mckenzieland,2399.22
483,AC429,96,2023-07-10,Estonia,New Anthony,7896.960000000001
484,CF463,20,2023-02-22,Ghana,Franklinfort,5166.0
485,VT104,65,2023-10-17,South Africa,Port Maryview,7363.2
486,CB176,10,2023-05-07,Cook Islands,East Jonathan,1537.1
487,VS682,18,2023-02-03,British Indian Ocean Territory (Chagos Archipelago),New David,972.54
488,VT846,10,2023-11-26,Australia,Rogerport,1374.5
489,VT375,16,2023-10-19,Guam,Harveyland,3181.44
490,AS148,51,2023-12-15,Slovakia (Slovak Republic),Wardbury,14137.2
491,AC372,1,2023-11-27,Andorra,Michaelmouth,267.29
492,VS809,26,2023-04-25,Vietnam,New Steven,4530.5
493,VS117,26,2023-04-30,Burundi,East Robert,6775.339999999999
494,AS935,3,2023-02-06,Bolivia,Jonathanhaven,856.83
495,AC114,3,2023-07-30,Norway,West Kellymouth,335.37
496,VS234,32,2023-08-24,Denmark,Deanburgh,5387.84
497,AC360,25,2023-01-04,Falkland Islands (Malvinas),Butlershire,1604.0
498,CF101,2,2023-04-28,Nigeria,East Jamesmouth,303.44
499,CB737,58,2023-01-25,Pakistan,Myersshire,15555.6
500,AC465,38,2023-12-12,Yemen,Lake Jacobmouth,10713.72
501,VS771,79,2023-10-07,Bouvet Island (Bouvetoya),South Beverlystad,22991.37
502,AC451,11,2023-03-21,Uzbekistan,Warrenview,1222.76
503,AS182,38,2023-09-24,Chile,Lindsayville,9582.84
504,VT105,66,2023-10-20,Russian Federation,South Patricia,6147.24
505,VT591,34,2023-11-21,Kiribati,Lake Joshua,8374.54
506,AS233,7,2023-01-05,Ethiopia,New Crystal,382.27
507,VS245,6,2023-09-08,Sao Tome and Principe,Lake Soniashire,1647.06
508,VS911,9,2023-02-25,Tajikistan,Patriciaville,2240.01
509,AC384,5,2023-08-08,Reunion,Ortizhaven,1475.3
510,AC946,14,2023-07-26,Nicaragua,West Francisco,1301.02
511,CF876,26,2023-09-12,Vanuatu,Markfurt,6839.56
512,CB290,71,2023-11-08,Japan,Johnsonchester,17137.98
513,CR147,27,2023-07-01,Venezuela,Hollyfort,3472.74
514,AC647,22,2023-06-05,Honduras,Lake Rebeccaport,3056.9
515,AS193,15,2023-02-20,El Salvador,West Annamouth,4047.9
516,CB467,25,2023-08-20,Macao,Saraberg,1786.4999999999998
517,AC436,13,2023-08-12,Bolivia,North Julietown,3183.7000000000003
518,CB137,3,2023-05-06,Trinidad and Tobago,South Laura,360.84
519,AC644,52,2023-03-02,Dominica,Peterfort,9542.52
520,VS235,30,2023-08-01,Rwanda,Bakerbury,2648.1
521,VS340,9,2023-11-02,Dominica,East Jennifer,2026.62
522,VT596,20,2023-09-29,Brunei Darussalam,East James,1765.8000000000002
523,CF863,11,2023-08-26,Liberia,Jenniferside,2263.36
524,CR848,20,2023-06-10,Sweden,Amandaland,2856.4
525,AC509,2,2023-11-07,Norway,Port Cory,404.5
526,AC939,13,2023-09-05,Papua New Guinea,Port Christopherchester,1245.27
527,VS481,8,2022-12-31,Netherlands Antilles,East Anthony,1484.4
528,VS526,5,2023-02-09,South Georgia and the South Sandwich Islands,West Rebeccafort,416.3
529,VS365,67,2023-11-09,Nicaragua,North Heather,17246.47
530,VS397,37,2023-12-05,Gibraltar,Port Veronicaburgh,10079.91
531,AC941,18,2023-09-27,Niue,New Lindsey,3320.82
532,AS213,18,2023-03-10,Niue,Lake Evelyn,2386.08
533,CB885,14,2023-01-05,Korea,Hawkinstown,769.3000000000001
534,CR380,19,2023-02-20,Lebanon,Stephaniechester,4894.78
535,CF602,21,2023-05-01,Gabon,East Clintonview,1544.13
536,AC392,9,2023-10-05,Vanuatu,Steveborough,2587.14
537,CB371,8,2023-08-01,Vietnam,Davidton,1049.44
538,VS497,40,2023-01-28,Maldives,Jeremyhaven,8386.8
539,CR254,36,2023-05-25,Spain,Villanuevatown,9142.2
540,VT266,23,2023-12-10,Dominican Republic,Bryanton,6645.39
541,AC757,36,2023-03-03,Montserrat,West Scottchester,10060.56
542,AS974,5,2023-02-27,British Virgin Islands,Thompsonport,1053.3
543,CR798,57,2023-02-23,Moldova,Davischester,9943.65
544,CR528,54,2023-06-09,Pitcairn Islands,Arroyobury,15153.48
545,VS155,30,2023-11-20,Cape Verde,Port Stevenside,2897.7000000000003
546,CF510,69,2023-01-31,Namibia,New Brianport,14726.67
547,CB920,60,2023-11-30,Croatia,West Brendanbury,8655.599999999999
548,AC830,17,2023-03-09,Sweden,Port Cody,3389.97
549,CF592,72,2023-04-05,Israel,South Vickie,18912.96
550,CF234,1,2023-01-28,Benin,Riceborough,135.41
551,VT533,2,2023-01-27,Oman,New Leehaven,439.48
552,AC161,4,2023-02-19,United Arab Emirates,New Alexanderhaven,1105.44
553,VT865,19,2023-11-01,Fiji,Ibarramouth,4897.629999999999
554,CR700,21,2023-05-30,Sudan,Jonathanton,4824.96
555,CB265,18,2023-07-16,Georgia,Port Sarah,3163.14
556,AS729,46,2023-07-05,Indonesia,Higginsmouth,11214.34
557,VT993,53,2023-08-24,Bulgaria,West Aimeeburgh,11763.35
558,CR501,11,2023-06-26,Monaco,New Richard,2299.33
559,VT853,6,2023-08-19,Saint Helena,Christianview,954.9
560,AS493,47,2023-07-13,Panama,South Michelleside,11513.59
561,CR216,11,2023-08-18,Austria,Port Johnfort,692.12
562,VT450,41,2023-09-30,Finland,Lake Dana,8072.49
563,AC217,55,2023-03-19,Portugal,Port Michael,12351.9
564,VS875,34,2023-09-28,Nicaragua,West Thomas,6829.92
565,CR857,3,2023-11-18,Dominican Republic,Ballview,412.86
566,VS518,31,2023-01-10,Dominica,Josephborough,7742.25
567,CF549,3,2023-01-13,Slovenia,Lake Eric,303.27
568,VS354,14,2023-12-21,Barbados,Lake Brandonland,1434.58
569,VS338,47,2023-07-06,South Georgia and the South Sandwich Islands,North Kayla,7206.04
570,AC146,10,2023-07-09,Myanmar,North Charlesfurt,1826.8
571,AC861,29,2023-05-05,Pakistan,West Johntown,5382.4
572,CB428,2,2023-06-07,Uruguay,Coopermouth,585.04
573,VS195,4,2023-03-03,Saint Barthelemy,Pattersonview,271.12
574,VT144,29,2023-11-24,Guernsey,West Bryanburgh,5590.62
575,VS977,20,2023-06-21,New Caledonia,Jeffshire,5945.8
576,AC753,17,2023-03-18,Guinea-Bissau,New Michellefort,1167.5600000000002
577,AC214,5,2023-07-27,Sudan,Benjaminberg,825.1
578,AS280,19,2023-09-24,Netherlands Antilles,Port Stevenhaven,1416.07
579,CR235,11,2023-07-24,Pitcairn Islands,Lake Henry,2259.18
580,CF734,0,2023-10-15,Panama,Lake Patriciaport,0.0
581,VS352,30,2023-11-05,Poland,Port Melissaside,8860.199999999999
582,AC426,2,2023-06-18,Iceland,Rogersbury,472.42
583,AC349,33,2023-04-16,Honduras,Jacksonborough,3564.3300000000004
584,AC800,56,2023-04-17,Taiwan,Larsonberg,8245.44
585,CF835,21,2023-05-17,Bermuda,North Roger,3351.8100000000004
586,AC491,35,2023-08-24,China,Mcdonaldton,2174.9
587,CF416,38,2023-12-16,Somalia,North Raymond,2563.86
588,VS916,10,2023-07-22,Chad,Samanthaborough,834.4
589,CF578,1,2023-03-22,Norfolk Island,Deannaland,172.96
590,AS396,1,2023-07-07,Saint Martin,South Karenhaven,70.59
591,AS952,18,2023-12-28,Slovakia (Slovak Republic),Stewarthaven,4632.3
592,AC620,52,2023-03-05,Denmark,North Nicole,11686.48
593,VS220,52,2023-12-19,Antarctica (the territory South of 60 deg S),East Codychester,8389.16
594,AC452,1,2023-01-28,Guernsey,Bradleymouth,62.13
595,AC268,55,2023-10-25,Comoros,Lake Jenniferland,5608.35
596,AS312,76,2023-10-09,Timor-Leste,Petersonport,9670.24
597,AC980,53,2023-02-21,United Kingdom,Klineborough,11889.49
598,AC899,2,2023-08-28,Anguilla,Shannonmouth,549.36
599,VS667,2,2023-06-18,Mauritius,Jerrymouth,537.12
600,VS861,11,2023-04-07,Ethiopia,Cartermouth,600.49
601,VS324,5,2023-03-02,Serbia,Aprilfurt,971.15
602,CF795,10,2023-04-30,Kyrgyz Republic,Dominiqueview,2087.1
603,VS191,1,2023-05-13,Niue,Kathyburgh,180.25
604,AS551,57,2023-07-12,Montserrat,Markville,2954.88
605,AC135,35,2023-03-08,United Kingdom,Melissaburgh,10391.5
606,VS170,0,2023-02-13,Central African Republic,North Andrea,0.0
607,CB415,39,2023-01-13,Turkey,East Austinland,6318.780000000001
608,CB795,76,2023-08-14,Western Sahara,Port Candaceberg,3946.68
609,AS811,2,2023-01-26,United Kingdom,Cruzshire,466.08
610,CR814,14,2023-11-13,Iran,West Daniel,1573.46
611,VT168,2,2023-03-16,Niger,Ryanstad,116.8
612,VS988,72,2023-02-01,United States Virgin Islands,South Donaldville,7683.12
613,CB778,0,2023-07-03,Luxembourg,Dunlapmouth,0.0
614,AC146,32,2023-02-04,Pakistan,Loriborough,5793.28
615,CR376,29,2023-11-01,Anguilla,West Wendyfort,2262.0
616,CR898,6,2023-12-01,Denmark,South Kathrynhaven,598.26
617,AC430,56,2023-03-09,Eritrea,New Aaronburgh,10514.56
618,VT512,20,2023-05-20,Hungary,South Connie,5186.2
619,CR575,7,2023-06-18,Malaysia,West Mariah,1172.36
620,CB792,1,2023-03-02,Colombia,Lake Lisa,182.36
621,AC871,11,2023-03-28,Canada,South Michaelborough,1278.09
622,CR653,24,2023-09-23,Kuwait,Yatesside,2936.88
623,AC719,11,2023-10-15,Portugal,Bruceview,2300.1
624,AC744,8,2023-01-01,French Polynesia,East Yvettefurt,988.08
625,AS362,7,2023-02-15,Vanuatu,Allenchester,1814.61
626,VS697,20,2023-12-12,Madagascar,Romeroburgh,2093.2
627,CB311,10,2023-04-28,Sao Tome and Principe,Ryanhaven,2420.1
628,AC487,19,2023-12-07,Luxembourg,Jasonshire,1760.73
629,VT912,20,2023-04-16,Ethiopia,Vargasview,1548.0
630,AS673,22,2023-09-15,Hungary,East James,5927.02
631,CF597,35,2023-09-02,Guatemala,Phelpshaven,5320.0
632,CB223,54,2023-03-30,Gabon,East Emily,8260.38
633,VS249,11,2023-04-28,Kuwait,Leestad,1717.21
634,AS676,7,2023-10-07,Cape Verde,East Tyler,1217.93
635,CF128,74,2023-08-10,Georgia,West Bobby,20814.72
636,AC333,49,2023-10-15,Mayotte,East Kathleenburgh,8060.01
637,VS811,30,2023-02-17,French Guiana,Port Claudiaview,5152.5
638,CF850,7,2023-08-25,Mongolia,Garciaside,474.46
639,VT287,65,2023-12-31,Spain,Lake Johnville,10698.35
640,AC597,25,2023-07-22,Tunisia,New Amberfurt,1945.5
641,VT635,15,2023-03-31,Slovenia,Cookfort,794.6999999999999
642,VS526,39,2023-05-26,Malawi,Ruizfurt,4505.28
643,CF323,5,2023-04-03,Argentina,South Kelli,892.2
644,CR178,24,2023-12-09,Andorra,Lake Brendamouth,3047.52
645,CB747,7,2023-04-10,Puerto Rico,Johnsonberg,1696.52
646,VS350,13,2023-09-06,Mexico,South Joshua,1792.5699999999997
647,CR365,2,2023-07-19,Honduras,North Lauren,277.82
648,CB420,42,2023-02-26,Niger,South Amy,9745.26
649,AS188,10,2023-12-28,Haiti,East Heather,762.5
650,AC335,23,2023-09-05,Mayotte,North Kathleen,2081.27
651,VS785,54,2023-03-22,Guam,Heathertown,14878.079999999998
652,AC394,18,2023-02-24,Poland,Grimesshire,4336.38
653,VS443,71,2023-07-21,United States of America,Port Jennifer,16087.18
654,AC334,10,2023-08-08,Angola,Port Alexis,653.1999999999999
655,CB523,2,2023-07-15,Philippines,Goodwinland,145.8
656,AC423,25,2023-11-16,Solomon Islands,Bartlettmouth,3449.25
657,AS398,82,2023-01-06,Mauritania,West Dennisville,21535.66
658,VT860,23,2023-12-15,Netherlands Antilles,Joshuahaven,4018.79
659,AC478,0,2023-05-15,Ecuador,New Abigailborough,0.0
660,CF329,34,2023-03-09,Mauritania,Gomezchester,5515.82
661,AC467,19,2023-05-12,Japan,Tylerville,1119.86
662,CR593,17,2023-03-30,Central African Republic,Nicholsmouth,915.45
663,CF182,78,2023-12-11,Chile,Lake Cathy,4608.24
664,CF540,9,2023-11-26,Korea,Kirkbury,2478.15
665,AC360,4,2023-11-17,Belarus,Port Williamborough,679.8
666,VS518,1,2023-06-04,Ethiopia,East Georgetown,50.19
667,CB499,1,2023-09-14,Botswana,New Rileytown,53.36
668,CR956,24,2023-04-20,Pakistan,Arielfurt,5627.76
669,VT706,1,2023-04-13,Slovakia (Slovak Republic),Rogersview,291.48
670,AC178,22,2023-04-17,Congo,Mitchellbury,1799.8200000000002
671,VS995,7,2023-08-03,Saint Lucia,North Kelly,2085.09
672,AC667,6,2023-05-03,Luxembourg,Rogerfort,785.04
673,AC192,3,2023-03-03,Svalbard & Jan Mayen Islands,New Katelyn,611.1899999999999
674,VT327,2,2023-04-10,Cape Verde,Smithville,380.74
675,AS596,51,2023-02-25,Yemen,Alexchester,13205.94
676,AC342,0,2023-09-13,Angola,West Phillip,0.0
677,AS289,34,2023-11-29,Luxembourg,Susanchester,6176.1
678,CR341,7,2023-09-16,Central African Republic,Hansenfurt,1242.08
679,AS588,53,2023-01-27,Bhutan,West Jessicaport,3989.31
680,VS215,8,2023-11-08,Greece,Collinsview,2206.72
681,AS717,14,2023-02-05,Oman,Marybury,3703.14
682,VS664,28,2023-04-14,Anguilla,North Wandamouth,7367.92
683,CB621,0,2023-08-13,Guinea-Bissau,Moodyville,0.0
684,VS777,2,2023-01-17,Namibia,East Claudia,425.48
685,CB885,7,2023-11-06,Cote d'Ivoire,North Henryview,1825.53
686,AC801,37,2023-05-03,Niger,Gregorystad,5343.17
687,AC250,5,2023-05-28,Central African Republic,Brittanymouth,820.5500000000001
688,CR439,0,2023-09-01,Trinidad and Tobago,Wilsonbury,0.0
689,VS469,31,2023-05-16,Burundi,Port Jason,5320.22
690,VS185,64,2023-12-27,Korea,Michaelview,9059.2
691,VS197,12,2023-11-01,Qatar,South Lindsayburgh,1632.48
692,AS244,3,2023-02-15,Malaysia,Lake Carolynville,188.97
693,VT405,11,2023-04-09,Svalbard & Jan Mayen Islands,West Karl,1446.17
694,CR490,9,2023-10-19,Micronesia,West Erica,1962.54
695,AC384,7,2023-03-01,Ukraine,South Bretthaven,1118.46
696,AS575,2,2023-03-03,Sierra Leone,South Ellenville,569.5
697,VS647,83,2023-07-25,New Caledonia,West Leroy,11872.32
698,CF389,81,2023-05-19,Jersey,South Christinaberg,21831.93
699,AC776,68,2023-05-14,Saint Lucia,Samanthaland,19051.56
700,VS253,20,2023-05-17,Pitcairn Islands,Jonesburgh,2666.8
701,AC683,7,2023-08-15,China,Aaronbury,1600.83
702,VT955,6,2023-11-18,Monaco,West Patricia,1684.2599999999998
703,AC460,2,2023-06-01,Qatar,Nicolebury,128.4
704,CR630,56,2023-03-05,Palau,Collinsville,12214.16
705,AC597,15,2023-07-09,Guinea,Brittneyland,3532.05
706,CF888,7,2023-08-15,Switzerland,Zacharyville,1809.85
707,VT783,44,2023-12-02,Micronesia,East Michael,3021.48
708,AC459,6,2023-11-28,Bosnia and Herzegovina,West Jessicabury,1580.1
709,CB871,30,2023-11-19,Mali,Port Karen,1943.4
710,VS569,21,2023-08-10,Isle of Man,North Suefort,5301.03
711,VS774,95,2023-12-21,Bolivia,South Danland,13697.1
712,AS543,34,2023-07-03,Pitcairn Islands,Angelaview,2229.72
713,VS285,41,2023-12-09,Christmas Island,North Steven,5485.389999999999
714,CR595,65,2023-11-18,Lao People's Democratic Republic,Garciabury,11581.7
715,VS474,46,2023-03-28,Angola,New Connor,12644.02
716,AS888,5,2023-01-16,Papua New Guinea,East Kathleen,534.9499999999999
717,CB696,2,2023-08-05,Saint Vincent and the Grenadines,Michaelberg,531.4
718,AC305,19,2023-02-25,Kyrgyz Republic,Kennedyhaven,2515.22
719,VS201,14,2023-07-16,Honduras,Johnmouth,1274.42
720,AC690,45,2023-10-17,Central African Republic,New Peterport,6790.049999999999
721,CF768,17,2023-02-07,Anguilla,Jamesmouth,4943.09
722,AC768,14,2023-09-16,Cocos (Keeling) Islands,Debrastad,2643.48
723,CR389,22,2023-01-24,Norway,West Richard,6044.06
724,CF171,11,2023-02-15,Lithuania,Elizabethport,2004.09
725,AC195,2,2023-10-03,Palau,Andreastad,243.1
726,AS717,2,2023-04-15,Puerto Rico,New Lori,431.92
727,VS541,52,2023-04-05,Gabon,Adrianburgh,6921.720000000001
728,CF704,9,2023-03-27,Canada,Port Robert,2037.69
729,CB390,20,2023-10-25,Bahamas,Port Brittany,3677.0
730,CF184,62,2023-07-01,Madagascar,Cookburgh,8839.960000000001
731,VS971,26,2023-04-15,Mali,Phillipview,6485.96
732,CF655,38,2023-03-26,Italy,South Joshuamouth,3291.94
733,VS442,42,2023-03-21,Saudi Arabia,West Angelatown,9059.4
734,AC455,10,2023-04-16,British Virgin Islands,Stevensberg,1613.5
735,CR800,42,2023-10-10,Solomon Islands,North Vanessaborough,12025.02
736,CR915,10,2023-06-02,Guam,South Aaronview,1241.1
737,AC862,36,2023-04-14,Hong Kong,New Stephanie,9582.84
738,AS820,12,2023-11-29,Tajikistan,Mollyville,1676.88
739,CF533,66,2023-12-09,Lebanon,South Jacobburgh,5528.82
740,AC813,18,2023-02-22,United States Virgin Islands,New Jeffrey,4817.7
741,AC139,100,2023-11-28,Japan,Conwayport,15393.0
742,CB321,8,2023-07-22,Iraq,Lesliebury,1303.76
743,AC644,8,2023-05-12,Monaco,South Ronald,1203.92
744,VT343,16,2023-06-24,Guatemala,Port Kimberlyberg,3859.2
745,CR828,8,2023-03-08,Croatia,Port Michael,668.24
746,AS398,21,2023-08-10,Nigeria,Lake Cindyborough,3326.4
747,VT696,2,2023-10-04,Bahamas,East Ronaldland,142.22
748,AC946,10,2023-08-14,Venezuela,Angelaville,1406.3
749,AS670,12,2023-11-27,Morocco,Port Carlosberg,3130.8
750,CF621,4,2023-10-01,China,New Paigeborough,1174.08
751,CF896,18,2023-06-27,Azerbaijan,Munozmouth,1724.58
752,AC583,4,2023-12-31,Ireland,Patrickview,246.8
753,AC931,5,2023-01-20,Liberia,Haneychester,411.65
754,CF167,29,2023-01-07,New Zealand,Lake Michelle,6264.29
755,VS571,9,2023-07-04,China,New Andrewfort,1494.81
756,CB520,13,2023-11-29,Maldives,Richardfurt,3437.46
757,VT407,27,2023-10-29,Iceland,Jonesmouth,5471.28
758,VS591,80,2023-08-03,Tajikistan,Deborahstad,21552.0
759,VT774,38,2023-11-19,Venezuela,Williamsborough,10613.4
760,CF102,82,2023-06-10,Bouvet Island (Bouvetoya),South Jenniferfort,24061.26
761,CF218,0,2023-07-19,Timor-Leste,Letown,0.0
762,AC616,22,2023-01-26,Syrian Arab Republic,Danielmouth,3903.68
763,AS554,2,2023-11-29,United States Virgin Islands,Marshallburgh,578.22
764,AC540,12,2023-01-03,Bahrain,Port Kimberly,1698.6
765,CF179,68,2023-07-06,Haiti,New Joshua,14894.04
766,VS795,20,2023-11-19,Ethiopia,Lake Kaitlyn,1538.6
767,AC448,43,2023-10-26,San Marino,East Melissaton,10755.59
768,AC673,22,2023-05-20,Bahamas,Leachton,6517.719999999999
769,AC327,31,2023-04-20,Hungary,West Dianeshire,3769.91
770,VS430,2,2023-10-09,Sao Tome and Principe,Gomezmouth,133.78
771,AC985,30,2023-06-02,Ukraine,Port Donald,2472.0
772,CR595,86,2023-03-10,Oman,East Jeffshire,15953.0
773,CR992,54,2023-02-25,Chad,Scottland,7194.960000000001
774,AC920,10,2023-03-28,Isle of Man,Port Mindyside,1797.5
775,AC821,28,2023-02-25,Fiji,North James,5221.72
776,VS224,29,2023-10-14,Ireland,Amyborough,3157.23
777,VS191,16,2023-08-09,Puerto Rico,New Michelle,4214.24
778,AC572,8,2023-08-11,Austria,West Cheyennefort,1523.04
779,CB286,56,2023-05-12,Cocos (Keeling) Islands,Berryfort,5907.44
780,CB345,16,2023-05-12,Turkey,Port Jared,3296.64
781,CF926,17,2023-04-02,Cayman Islands,Port Abigail,1492.6
782,AS825,45,2023-05-26,Indonesia,Port Gabriel,4401.45
783,AC395,11,2023-05-10,Ecuador,South Anthonymouth,1074.92
784,AC195,45,2023-09-22,Croatia,South Barbara,5049.9
785,AC371,48,2023-01-02,Argentina,East Samuelburgh,3777.6
786,AC495,9,2023-10-07,Anguilla,New Mary,2316.15
787,VS482,1,2023-03-01,Venezuela,Hernandezmouth,79.2
788,CB212,16,2023-11-17,Comoros,Samanthaton,2074.88
789,AC477,17,2023-08-13,Rwanda,Duffystad,3211.64
790,VS308,7,2023-06-26,Grenada,New Melanie,1809.92
791,AC670,0,2023-06-14,Netherlands,East Alanton,0.0
792,VS538,55,2023-09-18,Cuba,Amandaview,10505.55
793,AC847,13,2023-12-27,Bhutan,Jamesfurt,2092.61
794,CF611,22,2023-02-19,Turkmenistan,Millerstad,2746.7
795,AC208,15,2023-05-07,Holy See (Vatican City State),Hoffmanfort,4180.05
796,AC898,12,2023-03-27,Sudan,Lake Nicole,2044.92
797,VS329,59,2023-06-27,Lebanon,West Daleberg,15915.84
798,AC832,2,2023-04-05,Israel,Loweview,227.08
799,CR571,13,2023-08-27,Ukraine,Pittsside,1532.44
800,AC164,27,2023-02-13,Gabon,Tarafort,2414.34
801,CB531,11,2023-05-14,Senegal,Bradshawchester,619.1899999999999
802,CB553,15,2023-01-23,Congo,North David,2822.25
803,AC943,17,2023-08-18,Luxembourg,West Patricia,2714.22
804,AC970,10,2023-07-23,Serbia,Matthewchester,1976.4
805,CF593,39,2023-04-18,French Southern Territories,West Adamfurt,5414.76
806,VS317,55,2023-02-15,Mozambique,South Terryland,9422.6
807,VS955,43,2023-12-15,Guatemala,South Joshua,6967.719999999999
808,CR954,4,2023-01-29,Seychelles,Port Jefferyside,566.96
809,AS976,2,2023-02-17,Moldova,Paulland,544.9
810,VS725,28,2023-06-01,Argentina,Kerryhaven,2474.92
811,VT712,17,2023-04-17,Taiwan,Whiteside,2080.29
812,VS849,72,2023-03-04,Argentina,East Amberchester,10869.84
813,VT828,9,2023-08-21,Madagascar,Rodriguezmouth,1364.31
814,VS809,10,2023-03-28,Ghana,South Susanville,2498.1
815,VS195,26,2023-02-20,Mongolia,Mcdonaldmouth,6361.42
816,AC343,37,2023-08-15,Tunisia,Nicolefort,2817.18
817,AS119,26,2023-12-23,Saudi Arabia,North Paulshire,5875.22
818,CB507,41,2023-03-06,Greenland,Anthonyborough,7161.469999999999
819,VS642,72,2023-02-16,France,Valenzuelafurt,10686.24
820,CB177,61,2023-01-29,Sierra Leone,West Michael,8882.82
821,CR298,16,2023-12-11,Tajikistan,Scottport,1550.08
822,CB286,4,2023-04-06,Liberia,Port Rachelstad,415.24
823,VS145,7,2023-03-17,Western Sahara,Robertsside,1888.53
824,AC725,0,2023-06-28,Indonesia,Lucasberg,0.0
825,AC397,44,2023-07-03,Maldives,North Lauramouth,6299.04
826,CB889,23,2023-01-17,Congo,East Ernestland,4738.46
827,VS904,12,2023-12-05,Lesotho,Delgadoville,735.84
